review,bigram,n,total
469,coming from,1,66
469,contrast this,1,66
469,cosmos series,1,66
469,dimensional strings,1,66
469,doubt if,1,66
469,down to,1,66
469,dumbed down,1,66
469,episode it,1,66
469,extent i,1,66
469,for the,1,66
469,from these,1,66
469,good musical,1,66
469,graphics were,1,66
469,hard time,1,66
469,hosted by,1,66
469,hour opening,1,66
469,i doubt,1,66
469,i had,1,66
469,i learned,1,66
469,idea was,1,66
469,if i,1,66
469,infernal 10,1,66
469,it was,1,66
469,learned a,1,66
469,music coming,1,66
469,musical theme,1,66
469,nauseum contrast,1,66
469,no music,1,66
469,opening episode,1,66
469,repeated ad,1,66
469,rudimentary any,1,66
469,sagan that,1,66
469,series hosted,1,66
469,single thing,1,66
469,small idea,1,66
469,staying awake,1,66
469,such an,1,66
469,that had,1,66
469,the cosmos,1,66
469,the graphics,1,66
469,the two,1,66
469,theme there,1,66
469,there was,1,66
469,these infernal,1,66
469,thing the,1,66
469,this to,1,66
469,time staying,1,66
469,to such,1,66
469,to the,1,66
469,two hour,1,66
469,was dumbed,1,66
469,was no,1,66
469,was repeated,1,66
469,were rudimentary,1,66
492,a great,1,62
492,a history,1,62
492,and i,1,62
492,and the,1,62
492,as a,1,62
492,before we,1,62
492,can get,1,62
492,classrooms that,1,62
492,disney and,1,62
492,disney has,1,62
492,do so,1,62
492,does a,1,62
492,explaining the,1,62
492,faced and,1,62
492,fears that,1,62
492,flight it,1,62
492,get one,1,62
492,great job,1,62
492,had before,1,62
492,has shown,1,62
492,history of,1,62
492,i wish,1,62
492,in classrooms,1,62
492,into space,1,62
492,is still,1,62
492,it disney,1,62
492,it is,1,62
492,it on,1,62
492,job of,1,62
492,man into,1,62
492,movie does,1,62
492,of explaining,1,62
492,of it,1,62
492,of space,1,62
492,of the,1,62
492,on vault,1,62
492,one of,1,62
492,prints of,1,62
492,problems that,1,62
492,put man,1,62
492,rare prints,1,62
492,shown it,1,62
492,so again,1,62
492,space as,1,62
492,space flight,1,62
492,still used,1,62
492,that can,1,62
492,the fears,1,62
492,the problems,1,62
492,the rare,1,62
492,they would,1,62
492,this movie,1,62
492,today in,1,62
492,used today,1,62
492,vault disney,1,62
492,we faced,1,62
492,we had,1,62
492,we put,1,62
492,wish they,1,62
492,would do,1,62
496,a beard,1,204
496,a coffee,1,204
496,a crazed,1,204
496,a guy,1,204
496,a little,1,204
496,a pirate,1,204
496,a word,1,204
496,absolutely no,1,204
496,again by,1,204
496,again voodoo,1,204
496,all of,1,204
496,all take,1,204
496,all time,1,204
496,and again,1,204
496,and being,1,204
496,and hide,1,204
496,and oh,1,204
496,and rachel,1,204
496,and the,1,204
496,and wait,1,204
496,as voodoo,1,204
496,aspect of,1,204
496,bad one,1,204
496,beard that's,1,204
496,bearded dj,1,204
496,being gone,1,204
496,biggest fears,1,204
496,bit go,1,204
496,blockbuster rent,1,204
496,blows and,1,204
496,by a,1,204
496,by making,1,204
496,by old,1,204
496,care for,1,204
496,cast of,1,204
496,chandler monica,1,204
496,coffee shop,1,204
496,come to,1,204
496,copies of,1,204
496,crazed nurse,1,204
496,crazy nurse,1,204
496,crazy nurse's,1,204
496,dj unbeknownst,1,204
496,down on,1,204
496,ending blows,1,204
496,even a,1,204
496,exciting aspect,1,204
496,fears come,1,204
496,fears include,1,204
496,fears to,1,204
496,for the,1,204
496,friends gather,1,204
496,friends oddly,1,204
496,gang all,1,204
496,gather in,1,204
496,go to,1,204
496,gone down,1,204
496,guy with,1,204
496,have absolutely,1,204
496,hide them,1,204
496,his show,1,204
496,hosted by,1,204
496,i mean,1,204
496,in my,1,204
496,in your,1,204
496,include such,1,204
496,is listening,1,204
496,is officially,1,204
496,it's hosted,1,204
496,it's pat,1,204
496,jessie and,1,204
496,joey and,1,204
496,jump the,1,204
496,k mart,1,204
496,killer is,1,204
496,killing spree,1,204
496,lacks motivation,1,204
496,ladies with,1,204
496,life these,1,204
496,liner spouting,1,204
496,listen to,1,204
496,little bit,1,204
496,local blockbuster,1,204
496,make the,1,204
496,making their,1,204
496,mart version,1,204
496,mean wayne,1,204
496,monica joey,1,204
496,most exciting,1,204
496,motivation there's,1,204
496,movie of,1,204
496,movie was,1,204
496,my opinion,1,204
496,nightmare a,1,204
496,nightmare and,1,204
496,nightmare is,1,204
496,nightmare with,1,204
496,no really,1,204
496,no regard,1,204
496,nothing to,1,204
496,nurse serial,1,204
496,nurse then,1,204
496,nurse's killing,1,204
496,oddly resembling,1,204
496,of all,1,204
496,of american,1,204
496,of friends,1,204
496,of his,1,204
496,officially tied,1,204
496,oh wait,1,204
496,old ladies,1,204
496,on by,1,204
496,one liner,1,204
496,ones even,1,204
496,ones rent,1,204
496,opinion with,1,204
496,pat for,1,204
496,pirate radio,1,204
496,proceeds to,1,204
496,rachel and,1,204
496,radio show,1,204
496,regard for,1,204
496,rent all,1,204
496,rent american,1,204
496,resembling the,1,204
496,rest of,1,204
496,revealing their,1,204
496,ross and,1,204
496,rotten crazy,1,204
496,serial killer,1,204
496,seven friends,1,204
496,shop to,1,204
496,show it's,1,204
496,sorry again,1,204
496,spouting gang,1,204
496,spree lacks,1,204
496,stunners as,1,204
496,such stunners,1,204
496,take turns,1,204
496,that's the,1,204
496,the bad,1,204
496,the bearded,1,204
496,the cast,1,204
496,the copies,1,204
496,the ending,1,204
496,the k,1,204
496,the most,1,204
496,the rest,1,204
496,the viewer,1,204
496,the worst,1,204
496,their biggest,1,204
496,their fears,1,204
496,them a,1,204
496,them in,1,204
496,then proceeds,1,204
496,there's nothing,1,204
496,these fears,1,204
496,this movie,1,204
496,tied in,1,204
496,to american,1,204
496,to life,1,204
496,to listen,1,204
496,to make,1,204
496,to the,1,204
496,to them,1,204
496,to torture,1,204
496,to your,1,204
496,torture ross,1,204
496,turns revealing,1,204
496,unbeknownst to,1,204
496,version of,1,204
496,viewer jump,1,204
496,voodoo and,1,204
496,wait i,1,204
496,wait sorry,1,204
496,was in,1,204
496,wayne jessie,1,204
496,with a,1,204
496,with dentures,1,204
496,with it's,1,204
496,with them,1,204
496,word rotten,1,204
496,worst movie,1,204
496,you care,1,204
496,you have,1,204
496,your freezer,1,204
496,your local,1,204
507,a coma,1,81
507,a couple,1,81
507,a creepy,1,81
507,a group,1,81
507,a rainy,1,81
507,a wealthy,1,81
507,actors gathers,1,81
507,actors than,1,81
507,all played,1,81
507,all sorts,1,81
507,an old,1,81
507,by much,1,81
507,by well,1,81
507,character actors,1,81
507,couple of,1,81
507,course to,1,81
507,creepy film,1,81
507,detective series,1,81
507,entry in,1,81
507,film worth,1,81
507,films he,1,81
507,first entry,1,81
507,for him,1,81
507,gathers in,1,81
507,goes into,1,81
507,goings on,1,81
507,group of,1,81
507,guy kibbee,1,81
507,happen including,1,81
507,he was,1,81
507,him to,1,81
507,house on,1,81
507,in an,1,81
507,in subsequent,1,81
507,in the,1,81
507,including a,1,81
507,into a,1,81
507,is probably,1,81
507,keat detective,1,81
507,known character,1,81
507,lance o'leary,1,81
507,much younger,1,81
507,mysterious goings,1,81
507,nite of,1,81
507,nurse keat,1,81
507,o'leary films,1,81
507,o'leary nurse,1,81
507,of course,1,81
507,of murders,1,81
507,of mysterious,1,81
507,of relatives,1,81
507,old house,1,81
507,on a,1,81
507,on happen,1,81
507,probably the,1,81
507,rainy nite,1,81
507,recover all,1,81
507,relative who,1,81
507,relatives all,1,81
507,series in,1,81
507,sorts of,1,81
507,speak to,1,81
507,subsequent o'leary,1,81
507,than guy,1,81
507,the first,1,81
507,the lance,1,81
507,they wait,1,81
507,this is,1,81
507,to a,1,81
507,to recover,1,81
507,to speak,1,81
507,wait for,1,81
507,was played,1,81
507,wealthy relative,1,81
507,well known,1,81
507,while they,1,81
507,who goes,1,81
507,worth seeing,1,81
507,younger actors,1,81
509,1 10,1,125
509,10 overall,1,125
509,10 plot,1,125
509,10 suspense,1,125
509,100th i,1,125
509,2nd and,1,125
509,3 10,1,125
509,acting 3,1,125
509,acting performance,1,125
509,ain't good,1,125
509,an overall,1,125
509,and csi,1,125
509,and i,1,125
509,and you,1,125
509,attachment 1,1,125
509,attachment and,1,125
509,best csi,1,125
509,but for,1,125
509,but in,1,125
509,can't get,1,125
509,character attachment,1,125
509,csi 100th,1,125
509,csi ain't,1,125
509,csi ny,1,125
509,csis you,1,125
509,development 2,1,125
509,development attachment,1,125
509,different opinions,1,125
509,direction character,1,125
509,don't know,1,125
509,enough so,1,125
509,episode no,1,125
509,episode you're,1,125
509,good enough,1,125
509,good plot,1,125
509,good show,1,125
509,have different,1,125
509,how much,1,125
509,i don't,1,125
509,i know,1,125
509,i respect,1,125
509,i suggest,1,125
509,if you,1,125
509,in my,1,125
509,in the,1,125
509,in this,1,125
509,is not,1,125
509,is the,1,125
509,just can't,1,125
509,know in,1,125
509,know people,1,125
509,like suspense,1,125
509,matter how,1,125
509,me csi,1,125
509,me this,1,125
509,miami is,1,125
509,much officially,1,125
509,much you,1,125
509,my opinion,1,125
509,my ratings,1,125
509,no matter,1,125
509,not worth,1,125
509,ny 2nd,1,125
509,officially for,1,125
509,one you,1,125
509,opinion this,1,125
509,opinions and,1,125
509,other csis,1,125
509,overall 2,1,125
509,overall good,1,125
509,people have,1,125
509,performance good,1,125
509,plot 2,1,125
509,plot direction,1,125
509,ratings acting,1,125
509,real acting,1,125
509,respect that,1,125
509,show i,1,125
509,show is,1,125
509,show sucks,1,125
509,so if,1,125
509,so in,1,125
509,sucks very,1,125
509,suggest you,1,125
509,suspense 2,1,125
509,suspense real,1,125
509,that but,1,125
509,the best,1,125
509,the other,1,125
509,this csi,1,125
509,this one,1,125
509,to watch,1,125
509,try so,1,125
509,very much,1,125
509,watch csi,1,125
509,watching but,1,125
509,watching i,1,125
509,worth watching,1,125
509,you an,1,125
509,you get,1,125
509,you just,1,125
509,you like,1,125
509,you to,1,125
509,you try,1,125
509,you're watching,1,125
520,100 dollars,1,396
520,2 other,1,396
520,a cop,1,396
520,a demon,1,396
520,a good,1,396
520,a helmet,1,396
520,a letter,1,396
520,acting wasn't,1,396
520,after that,1,396
520,after this,1,396
520,afterwords doesn't,1,396
520,am no,1,396
520,and blacks,1,396
520,and half,1,396
520,and ice,1,396
520,and lights,1,396
520,and lisa,1,396
520,and my,1,396
520,and poverty,1,396
520,and running,1,396
520,and svu,1,396
520,and this,1,396
520,and was,1,396
520,and when,1,396
520,as the,1,396
520,as well,1,396
520,at first,1,396
520,at full,1,396
520,b grade,1,396
520,baby boy,1,396
520,be jamaican,1,396
520,beating up,1,396
520,being from,1,396
520,benny isn't,1,396
520,benny was,1,396
520,bike at,1,396
520,bits were,1,396
520,blacks word,1,396
520,blood and,1,396
520,both ice,1,396
520,boy to,1,396
520,boyz quite,1,396
520,brother by,1,396
520,brothers car,1,396
520,burning both,1,396
520,but after,1,396
520,but is,1,396
520,but me,1,396
520,but some,1,396
520,but this,1,396
520,by crashing,1,396
520,car would,1,396
520,character explaining,1,396
520,character is,1,396
520,characters mj,1,396
520,city to,1,396
520,clip of,1,396
520,compared to,1,396
520,confesses killing,1,396
520,cop cos,1,396
520,cop was,1,396
520,corrupt ice,1,396
520,corrupt is,1,396
520,corrupt wants,1,396
520,cos the,1,396
520,crashing his,1,396
520,demon when,1,396
520,did show,1,396
520,different i,1,396
520,do don't,1,396
520,does hold,1,396
520,doesn't mention,1,396
520,dollars and,1,396
520,don't love,1,396
520,don't watch,1,396
520,dude he,1,396
520,dude this,1,396
520,em like,1,396
520,enjoyable but,1,396
520,even though,1,396
520,explaining what,1,396
520,fact why,1,396
520,fights normally,1,396
520,film did,1,396
520,film even,1,396
520,film it,1,396
520,film urban,1,396
520,films however,1,396
520,fire burning,1,396
520,first he,1,396
520,first movie,1,396
520,friend benny,1,396
520,from new,1,396
520,from poverty,1,396
520,from the,1,396
520,from walking,1,396
520,full speed,1,396
520,gets stabbed,1,396
520,ghetto which,1,396
520,good and,1,396
520,good compared,1,396
520,good part,1,396
520,grade to,1,396
520,great the,1,396
520,guy who,1,396
520,half the,1,396
520,happen 2,1,396
520,happened to,1,396
520,hater and,1,396
520,he fights,1,396
520,he says,1,396
520,he struggling,1,396
520,head wen,1,396
520,helmet and,1,396
520,him the,1,396
520,himself on,1,396
520,his bike,1,396
520,his friend,1,396
520,hold weight,1,396
520,hollywood but,1,396
520,hood films,1,396
520,hood movies,1,396
520,horror and,1,396
520,hot boyz,1,396
520,however after,1,396
520,however ice,1,396
520,however if,1,396
520,i am,1,396
520,i do,1,396
520,i love,1,396
520,i made,1,396
520,i'm the,1,396
520,ice's other,1,396
520,if u,1,396
520,in both,1,396
520,in hot,1,396
520,in new,1,396
520,in this,1,396
520,into my,1,396
520,introduced in,1,396
520,is it,1,396
520,is like,1,396
520,is nothing,1,396
520,is still,1,396
520,is supernatural,1,396
520,is unharmed,1,396
520,isn't in,1,396
520,isn't introduced,1,396
520,it does,1,396
520,it only,1,396
520,it reminded,1,396
520,it was,1,396
520,jack and,1,396
520,jack city,1,396
520,jamaican dude,1,396
520,jamaican however,1,396
520,jody writes,1,396
520,jones character,1,396
520,just weird,1,396
520,kill mj,1,396
520,killa season,1,396
520,killed him,1,396
520,killing a,1,396
520,kinda enjoyable,1,396
520,latino brother,1,396
520,latino brothers,1,396
520,latinos and,1,396
520,letter to,1,396
520,lights himself,1,396
520,like a,1,396
520,like i,1,396
520,lisa the,1,396
520,lives of,1,396
520,love em,1,396
520,love hood,1,396
520,love of,1,396
520,loves hood,1,396
520,made which,1,396
520,made with,1,396
520,main characters,1,396
520,makes u,1,396
520,me being,1,396
520,me from,1,396
520,me of,1,396
520,menace and,1,396
520,menace which,1,396
520,mention what,1,396
520,miles kills,1,396
520,miss jones,1,396
520,mj and,1,396
520,mj but,1,396
520,mj confesses,1,396
520,mj silkk,1,396
520,movie and,1,396
520,movie i,1,396
520,movie urban,1,396
520,movies as,1,396
520,movies from,1,396
520,my latino,1,396
520,my love,1,396
520,nathaniel purez,1,396
520,no hater,1,396
520,normally and,1,396
520,not wearing,1,396
520,nothing suggested,1,396
520,of guy,1,396
520,of killed,1,396
520,of latinos,1,396
520,of times,1,396
520,ok tho,1,396
520,on fire,1,396
520,only thing,1,396
520,other dude,1,396
520,other main,1,396
520,other movie,1,396
520,out blood,1,396
520,out is,1,396
520,part of,1,396
520,performance in,1,396
520,plagues the,1,396
520,poverty i,1,396
520,poverty of,1,396
520,production team,1,396
520,projects was,1,396
520,quite good,1,396
520,re used,1,396
520,reminded me,1,396
520,running into,1,396
520,saving me,1,396
520,says something,1,396
520,scene isn't,1,396
520,scratch your,1,396
520,season from,1,396
520,shockers performance,1,396
520,show the,1,396
520,silkk gets,1,396
520,silkk the,1,396
520,snoops character,1,396
520,some bits,1,396
520,something and,1,396
520,something different,1,396
520,speed not,1,396
520,stabbed at,1,396
520,stabbed in,1,396
520,stars both,1,396
520,still makes,1,396
520,struggling but,1,396
520,suggested that,1,396
520,supernatural however,1,396
520,svu great,1,396
520,t and,1,396
520,t in,1,396
520,t is,1,396
520,t kills,1,396
520,team it,1,396
520,that corrupt,1,396
520,that he,1,396
520,the acting,1,396
520,the actors,1,396
520,the b,1,396
520,the clip,1,396
520,the cop,1,396
520,the fact,1,396
520,the first,1,396
520,the genre,1,396
520,the ghetto,1,396
520,the hollywood,1,396
520,the horror,1,396
520,the jamaican,1,396
520,the latino,1,396
520,the lives,1,396
520,the movie,1,396
520,the other,1,396
520,the production,1,396
520,the projects,1,396
520,the shockers,1,396
520,the thigh,1,396
520,the type,1,396
520,the wanna,1,396
520,them afterwords,1,396
520,there is,1,396
520,these actors,1,396
520,these movies,1,396
520,thigh with,1,396
520,thing saving,1,396
520,this kills,1,396
520,this there,1,396
520,tho but,1,396
520,though the,1,396
520,thousands of,1,396
520,times and,1,396
520,to baby,1,396
520,to good,1,396
520,to ice's,1,396
520,to kill,1,396
520,to killa,1,396
520,to miss,1,396
520,to silkk,1,396
520,to them,1,396
520,type of,1,396
520,u don't,1,396
520,u scratch,1,396
520,unharmed very,1,396
520,up his,1,396
520,used thousands,1,396
520,very similar,1,396
520,walking out,1,396
520,wanna be,1,396
520,wants to,1,396
520,was a,1,396
520,was beating,1,396
520,was kinda,1,396
520,was made,1,396
520,was ok,1,396
520,was re,1,396
520,was similar,1,396
520,was something,1,396
520,was stabbed,1,396
520,was weird,1,396
520,wasn't to,1,396
520,watch it,1,396
520,wearing a,1,396
520,weight to,1,396
520,weird benny,1,396
520,weird well,1,396
520,well as,1,396
520,well the,1,396
520,wen jody,1,396
520,were in,1,396
520,were just,1,396
520,were snoops,1,396
520,what happen,1,396
520,what happened,1,396
520,where corrupt,1,396
520,where miles,1,396
520,which plagues,1,396
520,which stars,1,396
520,which was,1,396
520,who loves,1,396
520,why corrupt,1,396
520,wide was,1,396
520,with 100,1,396
520,with out,1,396
520,word wide,1,396
520,would of,1,396
520,writes a,1,396
520,your head,1,396
547,2 again,1,169
547,a kids,1,169
547,a vomit,1,169
547,acted teen,1,169
547,again or,1,169
547,all costs,1,169
547,all so,1,169
547,and where,1,169
547,and your,1,169
547,angst innuendo,1,169
547,are not,1,169
547,are pretty,1,169
547,audience here,1,169
547,away from,1,169
547,awful crumb,1,169
547,awful i,1,169
547,back for,1,169
547,bad acted,1,169
547,ball movie,1,169
547,be the,1,169
547,begin the,1,169
547,boy esquire,1,169
547,brain cells,1,169
547,brain power,1,169
547,but the,1,169
547,but what,1,169
547,cells heed,1,169
547,college frat,1,169
547,cost you,1,169
547,costs its,1,169
547,crumb ball,1,169
547,debating to,1,169
547,do i,1,169
547,do you,1,169
547,dumb a,1,169
547,ended i,1,169
547,energy and,1,169
547,esquire scenes,1,169
547,expect most,1,169
547,far away,1,169
547,flippin awful,1,169
547,floor then,1,169
547,for a,1,169
547,for god's,1,169
547,frat boy,1,169
547,from this,1,169
547,garden variety,1,169
547,generous for,1,169
547,go see,1,169
547,god it,1,169
547,god's sake,1,169
547,going to,1,169
547,have rather,1,169
547,heed the,1,169
547,here at,1,169
547,hours of,1,169
547,i begin,1,169
547,i remember,1,169
547,i wanted,1,169
547,i would,1,169
547,if your,1,169
547,in the,1,169
547,innuendo my,1,169
547,it never,1,169
547,its not,1,169
547,jet lee,1,169
547,just cost,1,169
547,kids in,1,169
547,kissed the,1,169
547,lee one,1,169
547,life back,1,169
547,like this,1,169
547,look this,1,169
547,look up,1,169
547,mentioning the,1,169
547,money your,1,169
547,most people,1,169
547,movie are,1,169
547,movie at,1,169
547,movie like,1,169
547,movie the,1,169
547,movie theater,1,169
547,movie was,1,169
547,movie will,1,169
547,my god,1,169
547,my life,1,169
547,never ended,1,169
547,not going,1,169
547,not worth,1,169
547,of my,1,169
547,of towel,1,169
547,on this,1,169
547,one again,1,169
547,one if,1,169
547,or story,1,169
547,people with,1,169
547,pirites 2,1,169
547,plot or,1,169
547,power to,1,169
547,pretty generous,1,169
547,rather kissed,1,169
547,ratings on,1,169
547,remember thinking,1,169
547,reviews are,1,169
547,sake stay,1,169
547,scenes of,1,169
547,scum movie,1,169
547,see pirites,1,169
547,sit through,1,169
547,slapping or,1,169
547,so go,1,169
547,soul your,1,169
547,stay far,1,169
547,story the,1,169
547,target audience,1,169
547,teen angst,1,169
547,the brain,1,169
547,the dumb,1,169
547,the garden,1,169
547,the jet,1,169
547,the ratings,1,169
547,the target,1,169
547,the title,1,169
547,the very,1,169
547,the warning,1,169
547,the zero,1,169
547,theater floor,1,169
547,then sit,1,169
547,thinking i,1,169
547,this and,1,169
547,this awful,1,169
547,this one,1,169
547,those hours,1,169
547,through this,1,169
547,title but,1,169
547,to be,1,169
547,to look,1,169
547,to yourself,1,169
547,towel slapping,1,169
547,up reviews,1,169
547,variety college,1,169
547,very bad,1,169
547,vomit scum,1,169
547,wanted those,1,169
547,was flippin,1,169
547,what do,1,169
547,where do,1,169
547,will just,1,169
547,with the,1,169
547,worth mentioning,1,169
547,would have,1,169
547,you expect,1,169
547,you your,1,169
547,your brain,1,169
547,your debating,1,169
547,your energy,1,169
547,your money,1,169
547,your soul,1,169
547,yourself look,1,169
547,zero plot,1,169
552,a lot,1,125
552,a ram,1,125
552,a strong,1,125
552,accepts everything,1,125
552,am disappointed,1,125
552,amitabh bachan,1,125
552,amitabh is,1,125
552,and he,1,125
552,and kamala,1,125
552,and the,1,125
552,bachan seems,1,125
552,bachan's role,1,125
552,based on,1,125
552,be a,1,125
552,be too,1,125
552,being a,1,125
552,but am,1,125
552,but the,1,125
552,called nayakan,1,125
552,changing things,1,125
552,character but,1,125
552,dependent on,1,125
552,directed and,1,125
552,direction i,1,125
552,disappointed being,1,125
552,end remains,1,125
552,everything instead,1,125
552,expecting a,1,125
552,fails to,1,125
552,father and,1,125
552,for this,1,125
552,from mr.amitabh,1,125
552,gopal verma's,1,125
552,hands of,1,125
552,has played,1,125
552,hassan has,1,125
552,hassan not,1,125
552,he just,1,125
552,helpless in,1,125
552,his son,1,125
552,his there,1,125
552,impact of,1,125
552,in tamil,1,125
552,instead of,1,125
552,is a,1,125
552,is supposed,1,125
552,is too,1,125
552,is well,1,125
552,just accepts,1,125
552,kind of,1,125
552,lead the,1,125
552,lot from,1,125
552,movie and,1,125
552,movie fails,1,125
552,movie in,1,125
552,movie is,1,125
552,movie sarkar,1,125
552,movie shows,1,125
552,mr.amitabh bachan's,1,125
552,nayakan based,1,125
552,not his,1,125
552,not ready,1,125
552,of a,1,125
552,of changing,1,125
552,of kamala,1,125
552,of sarkar,1,125
552,on others,1,125
552,on the,1,125
552,others power,1,125
552,played the,1,125
552,power rather,1,125
552,power till,1,125
552,ram gopal,1,125
552,rather than,1,125
552,ready for,1,125
552,remains in,1,125
552,role of,1,125
552,sarkar but,1,125
552,sarkar is,1,125
552,seems to,1,125
552,show the,1,125
552,shows that,1,125
552,son amitabh,1,125
552,strong character,1,125
552,strong impact,1,125
552,supposed to,1,125
552,tamil called,1,125
552,than his,1,125
552,that amitabh,1,125
552,the end,1,125
552,the hands,1,125
552,the lead,1,125
552,the power,1,125
552,the strong,1,125
552,the theme,1,125
552,theme of,1,125
552,there is,1,125
552,things the,1,125
552,this kind,1,125
552,till the,1,125
552,to show,1,125
552,too dependent,1,125
552,too helpless,1,125
552,verma's direction,1,125
552,was expecting,1,125
552,was not,1,125
552,well directed,1,125
581,about the,1,122
581,acting was,1,122
581,all areas,1,122
581,all characters,1,122
581,also fabulous,1,122
581,and how,1,122
581,and more,1,122
581,and morissey,1,122
581,and the,1,122
581,and twists,1,122
581,areas the,1,122
581,atmosphere of,1,122
581,audience which,1,122
581,be very,1,122
581,before it,1,122
581,better than,1,122
581,between the,1,122
581,brilliant from,1,122
581,by some,1,122
581,by the,1,122
581,catherine continues,1,122
581,character just,1,122
581,characters and,1,122
581,characters especially,1,122
581,continues her,1,122
581,deserves better,1,122
581,especially ms.stone,1,122
581,even started,1,122
581,even though,1,122
581,fabulous and,1,122
581,faulty terrible,1,122
581,film now,1,122
581,for her,1,122
581,for the,1,122
581,found this,1,122
581,from all,1,122
581,from the,1,122
581,gets smarter,1,122
581,good in,1,122
581,got from,1,122
581,her novels,1,122
581,her writing,1,122
581,how catherine,1,122
581,i found,1,122
581,if you,1,122
581,in all,1,122
581,interesting even,1,122
581,is interesting,1,122
581,is more,1,122
581,it deserves,1,122
581,it even,1,122
581,it got,1,122
581,it if,1,122
581,just gets,1,122
581,like masterpiece,1,122
581,main characters,1,122
581,masterpiece go,1,122
581,mind playing,1,122
581,minute the,1,122
581,misled by,1,122
581,more for,1,122
581,more psychologically,1,122
581,morissey tramell's,1,122
581,movie before,1,122
581,movie is,1,122
581,movie to,1,122
581,movie was,1,122
581,ms.stone and,1,122
581,mysterious thriller,1,122
581,new ways,1,122
581,novels the,1,122
581,now it,1,122
581,of the,1,122
581,playing between,1,122
581,plot is,1,122
581,psychologically twisted,1,122
581,regret it,1,122
581,reviews about,1,122
581,see it,1,122
581,see this,1,122
581,setting was,1,122
581,smarter and,1,122
581,some faulty,1,122
581,started you,1,122
581,terrible reviews,1,122
581,than what,1,122
581,that mysterious,1,122
581,the acting,1,122
581,the audience,1,122
581,the main,1,122
581,the mind,1,122
581,the minute,1,122
581,the plot,1,122
581,the setting,1,122
581,the whole,1,122
581,this film,1,122
581,though this,1,122
581,thriller like,1,122
581,to be,1,122
581,tramell's character,1,122
581,twisted by,1,122
581,twists for,1,122
581,very good,1,122
581,was also,1,122
581,was brilliant,1,122
581,was misled,1,122
581,was that,1,122
581,ways and,1,122
581,what it,1,122
581,which was,1,122
581,whole atmosphere,1,122
581,with new,1,122
581,won't regret,1,122
581,writing with,1,122
581,you go,1,122
581,you won't,1,122
586,a crooked,1,121
586,a drifter,1,121
586,a femme,1,121
586,a hit,1,121
586,a job,1,121
586,a psycho,1,121
586,a quick,1,121
586,a small,1,121
586,a terrific,1,121
586,all kinds,1,121
586,and boyle,1,121
586,and get,1,121
586,and john's,1,121
586,and never,1,121
586,and rick,1,121
586,and turns,1,121
586,and very,1,121
586,as lyle,1,121
586,as the,1,121
586,atmosphere witty,1,121
586,best playing,1,121
586,boyle as,1,121
586,brothers john,1,121
586,buck and,1,121
586,but finding,1,121
586,by brothers,1,121
586,cage is,1,121
586,can't escape,1,121
586,cast as,1,121
586,cast the,1,121
586,complications cage,1,121
586,contains delicious,1,121
586,creates a,1,121
586,crooked sheriff,1,121
586,dahl contains,1,121
586,dallas the,1,121
586,delicious twists,1,121
586,direction creates,1,121
586,does best,1,121
586,does what,1,121
586,drifter looking,1,121
586,entertaining it,1,121
586,escape the,1,121
586,fatale round,1,121
586,femme fatale,1,121
586,finding he,1,121
586,fine cast,1,121
586,from dallas,1,121
586,from the,1,121
586,get out,1,121
586,he can't,1,121
586,he does,1,121
586,hoping to,1,121
586,hopper does,1,121
586,in a,1,121
586,in from,1,121
586,is mistaken,1,121
586,is perfectly,1,121
586,it sucks,1,121
586,job is,1,121
586,john and,1,121
586,john's direction,1,121
586,kinds of,1,121
586,known as,1,121
586,leading to,1,121
586,lets up,1,121
586,looking for,1,121
586,lyle from,1,121
586,make a,1,121
586,man in,1,121
586,man walsh,1,121
586,mistaken for,1,121
586,neo noir,1,121
586,never lets,1,121
586,noir atmosphere,1,121
586,of complications,1,121
586,of town,1,121
586,out of,1,121
586,out the,1,121
586,perfectly cast,1,121
586,playing a,1,121
586,psycho known,1,121
586,quick buck,1,121
586,real hit,1,121
586,rick dahl,1,121
586,round out,1,121
586,schmuck hoping,1,121
586,script by,1,121
586,sheriff and,1,121
586,small wyoming,1,121
586,start and,1,121
586,sucks the,1,121
586,terrific neo,1,121
586,the fine,1,121
586,the real,1,121
586,the script,1,121
586,the start,1,121
586,the title,1,121
586,the unlucky,1,121
586,the viewer,1,121
586,title town,1,121
586,to all,1,121
586,to make,1,121
586,town but,1,121
586,town hopper,1,121
586,town leading,1,121
586,turns and,1,121
586,twists and,1,121
586,unlucky schmuck,1,121
586,very entertaining,1,121
586,viewer in,1,121
586,walsh as,1,121
586,what he,1,121
586,witty and,1,121
586,wyoming town,1,121
588,6 years,1,735
588,a bank,1,735
588,a big,1,735
588,a caricature,1,735
588,a didactic,1,735
588,a film,1,735
588,a happy,1,735
588,a hero,1,735
588,a local,1,735
588,a man's,1,735
588,a moment,1,735
588,a motorbike,1,735
588,a night,1,735
588,a nightmare,1,735
588,a nominee,1,735
588,a political,1,735
588,a real,1,735
588,a righteous,1,735
588,a tavern,1,735
588,a very,1,735
588,a visual,1,735
588,a wannabe,1,735
588,a way,1,735
588,a western,1,735
588,about big,1,735
588,about life,1,735
588,accepted it,1,735
588,according to,1,735
588,actually a,1,735
588,actually don't,1,735
588,actually ridicules,1,735
588,ads to,1,735
588,advises him,1,735
588,against big,1,735
588,agents while,1,735
588,ali a,1,735
588,ali against,1,735
588,ali becomes,1,735
